index,Job Title,job_title_sim,Company Name,Location City,Location State,Size,Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Avg Salary(K),Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Salary Estimate,Rating
417,Principal Data Scientist (Computational Chemistry),Data Scientist,Recursion Pharmaceuticals,Salt Lake City, UT,51 - 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,173,140.5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,$108K-$173K (Glassdoor est.),4.7
418,Data Scientist,Data Scientist,Citi,Jersey City, NJ,10000+,Company - Public,Investment Banking & Asset Management,Finance,94,139,116.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$94K-$139K (Glassdoor est.),3.6
419,Principal Machine Learning Scientist,Machine Learning Engineer,Sage Intacct,San Francisco, CA,501 - 1000,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,176,289,232.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,$176K-$289K (Glassdoor est.),4.7
420,Data Scientist,Data Scientist,Scale AI,San Francisco, CA,51 - 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,92,149,120.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$92K-$149K (Glassdoor est.),3.5
421,Product Engineer – Data Science,Data Scientist,Esri,Arlington, VA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,63,101,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$63K-$101K (Glassdoor est.),3.5
422,"Principal Scientist, Chemistry & Immunology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
423,Data Scientist,Data Scientist,Change Healthcare,Emeryville, CA,10000+,Company - Public,IT Services,Information Technology,118,188,153,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,$118K-$188K (Glassdoor est.),2.7
424,Data Scientist,Data Scientist,MZ,Palo Alto, CA,501 - 1000,Company - Private,Internet,Information Technology,108,146,127,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$108K-$146K (Glassdoor est.),3.4
425,Data Scientist,Data Scientist,HG Insights,Santa Barbara, CA,51 - 200,Company - Private,Computer Hardware & Software,Information Technology,65,106,85.5,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,$65K-$106K (Glassdoor est.),4.7
426,Data Scientist,Data Scientist,1-800-FLOWERS.COM Inc.,Carle Place, NY,1001 - 5000,Company - Public,Wholesale,Business Services,55,98,76.5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,$55K-$98K (Glassdoor est.),2.8
427,Data Scientist,Data Scientist,CBS Interactive,New York, NY,1001 - 5000,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,94,162,128,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,$94K-$162K (Glassdoor est.),3.5
428,Data Engineer,Data Engineer,Numeric LLC,King of Prussia, PA,1 - 50,Company - Private,Staffing & Outsourcing,Business Services,63,120,91.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$63K-$120K (Glassdoor est.),3.2
429,"Scientist/Senior Scientist, Autoimmune",Other Scientist,Rubius Therapeutics,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90,179,134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$90K-$179K (Glassdoor est.),4.4
430,Data Scientist,Data Scientist,Samba TV,San Francisco, CA,201 - 500,Company - Private,Advertising & Marketing,Business Services,127,202,164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$127K-$202K (Glassdoor est.),3.3
431,Market Data Analyst,Data Analyst,SV Microwave,West Palm Beach, FL,201 - 500,Company - Public,Telecommunications Manufacturing,Telecommunications,31,57,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$31K-$57K (Glassdoor est.),3.4
432,Staff Data Engineer,Data Engineer,Sumo Logic,Austin, TX,501 - 1000,Company - Private,Computer Hardware & Software,Information Technology,105,194,149.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$105K-$194K (Glassdoor est.),3.8
433,Associate Data Engineer,Data Engineer,EAB,Washington, DC,1001 - 5000,Company - Private,Research & Development,Business Services,45,86,65.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$45K-$86K (Glassdoor est.),3.5
434,Data Engineer,Data Engineer,SpringML,Herndon, VA,1 - 50,Company - Private,Enterprise Software & Network Solutions,Information Technology,75,143,109,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,$75K-$143K (Glassdoor est.),4.4
435,Staff Data Engineer,Data Engineer,Samsung Research America,Mountain View, CA,1001 - 5000,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,126,228,177,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,$126K-$228K (Glassdoor est.),3.7
436,Data Scientist,Data Scientist,Systems & Technology Research,Arlington, VA,201 - 500,Company - Private,Aerospace & Defense,Aerospace & Defense,80,134,107,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,$80K-$134K (Glassdoor est.),4.7
437,Data Scientist,Data Scientist,Netskope,Santa Clara, CA,501 - 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,120,189,154.5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,$120K-$189K (Glassdoor est.),4.1
438,Data Scientist,Data Scientist,Lorven Technologies Inc,Santa Clara, CA,1 - 50,Company - Private,Accounting,Accounting & Legal,85,142,113.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$85K-$142K (Glassdoor est.),4
439,Senior Data Scientist,Data Scientist,Brighthouse Financial,Charlotte, NC,1001 - 5000,Company - Public,Insurance Carriers,Insurance,95,154,124.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$95K-$154K (Glassdoor est.),3.5
440,Data Scientist,Data Scientist,CareDx,Brisbane, CA,1 - 50,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,111,176,143.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$111K-$176K (Glassdoor est.),2.5
441,Data Scientist,Data Scientist,Serigor Inc.,San Francisco, CA,1 - 50,Company - Private,IT Services,Information Technology,87,140,113.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$87K-$140K (Glassdoor est.),3.9
442,Data Scientist,Data Scientist,Leidos,Springfield, VA,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,76,127,101.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,$76K-$127K (Glassdoor est.),3.4
443,"Data Analyst, Performance Partnership",Data Analyst,Beckman Coulter Diagnostics,New York, NY,10000+,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,54,92,73,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,$54K-$92K (Glassdoor est.),3.6
444,Data Scientist,Data Scientist,IHS Markit,New York, NY,10000+,Company - Public,Consulting,Business Services,61,100,80.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$61K-$100K (Glassdoor est.),3.5
445,Staff BI and Data Engineer,Data Engineer,Affinity Solutions,San Jose, CA,51 - 200,Company - Private,Advertising & Marketing,Business Services,80,148,114,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$80K-$148K (Glassdoor est.),2.9
446,Data Scientist,Data Scientist,e-IT Professionals Corp.,Foster City, CA,51 - 200,Company - Private,"Health, Beauty, & Fitness",Consumer Services,108,171,139.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$108K-$171K (Glassdoor est.),3.5
447,Data Scientist,Data Scientist,TechProjects,New York, NY,1 - 50,Company - Private,IT Services,Information Technology,112,179,145.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$112K-$179K (Glassdoor est.),4.8
448,Data Scientist,Data Scientist,Biz2Credit Inc,New York, NY,201 - 500,Company - Private,Lending,Finance,63,111,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$63K-$111K (Glassdoor est.),4
449,Data Scientist,Data Scientist,PeoplesBank,Holyoke, MA,201 - 500,Company - Private,Banks & Credit Unions,Finance,75,126,100.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$75K-$126K (Glassdoor est.),4.2
450,Data Scientist Manager,Data Scientist,Capgemini,New York, NY,10000+,Company - Public,Enterprise Software & Network Solutions,Information Technology,110,184,147,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,$110K-$184K (Glassdoor est.),3.8
451,Data Engineer,Data Engineer,GNY Insurance Companies,New York, NY,201 - 500,Company - Private,Insurance Carriers,Insurance,76,145,110.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$76K-$145K (Glassdoor est.),3.7
452,Marketing Data Analyst,Data Analyst,Citadel Federal Credit Union,Exton, PA,501 - 1000,Nonprofit Organization,Banks & Credit Unions,Finance,36,62,49,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$36K-$62K (Glassdoor est.),3.9
453,Data Scientist,Data Scientist,Conch Technologies Inc,Waltham, MA,51 - 200,Company - Private,Consulting,Business Services,70,118,94,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,$70K-$118K (Glassdoor est.),4.6
454,Senior Data Scientist,Data Scientist,Medidata Solutions,New York, NY,1001 - 5000,Company - Public,Enterprise Software & Network Solutions,Information Technology,94,153,123.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$94K-$153K (Glassdoor est.),4.3
455,"Principal Scientist, Hematology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
456,Data Analyst,Data Analyst,CALIBRE Systems,Alexandria, VA,501 - 1000,Company - Private,IT Services,Information Technology,50,92,71,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$50K-$92K (Glassdoor est.),3.7
457,Software Data Engineer - College,Data Engineer,HP Inc.,Corvallis, OR,10000+,Company - Public,Computer Hardware & Software,Information Technology,49,97,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$49K-$97K (Glassdoor est.),4
458,"Director - Data, Privacy and AI Governance",Director,MassMutual,Boston, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,67,135,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$67K-$135K (Glassdoor est.),3.6
459,Staff Machine Learning Engineer,Machine Learning Engineer,Tapjoy,San Francisco, CA,201 - 500,Company - Private,Internet,Information Technology,138,224,181,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,$138K-$224K (Glassdoor est.),3.9
460,Data Scientist,Data Scientist,Northrop Grumman,San Diego, CA,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,80,139,109.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$80K-$139K (Glassdoor est.),3.7
461,Lead Data Scientist,Data Scientist,Visa Inc.,Bellevue, WA,10000+,Company - Public,IT Services,Information Technology,158,211,184.5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,$158K-$211K (Glassdoor est.),3.7
462,Senior Data Scientist - Algorithms,Data Scientist,Quartet Health,New York, NY,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,150,180,165,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,$150K-$180K (Glassdoor est.),3.9
463,Information Security Data Analyst,Data Analyst,Motorola Solutions,Chicago, IL,10000+,Company - Public,Computer Hardware & Software,Information Technology,42,80,61,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$42K-$80K (Glassdoor est.),3.7
464,Lead Data Engineer,Data Engineer,Credit Sesame,Mountain View, CA,51 - 200,Company - Private,Internet,Information Technology,190,220,205,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$190K-$220K(Employer est.),4.1
465,Data Analyst,Data Analyst,Success Academy Charter Schools,New York, NY,1001 - 5000,School / School District,K-12 Education,Education,42,77,59.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$42K-$77K (Glassdoor est.),3.1
466,Scientist Manufacturing - Kentucky BioProcessing,Other Scientist,Reynolds American,Owensboro, KY,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,68,139,103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$68K-$139K (Glassdoor est.),3.1
467,Consultant - Analytics Consulting,Data Analyst,Infosys,Hartford, CT,10000+,Company - Public,IT Services,Information Technology,54,71,62.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$71K (Glassdoor est.),3
468,Data Analytics Project Manager,Data Scientist Project Manager,MassMutual,Springfield, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,34,92,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$34K-$92K (Glassdoor est.),3.6
469,Data Analyst,Data Analyst,AXION Healthcare Solutions,New York, NY,1 - 50,Company - Private,Health Care Services & Hospitals,Health Care,47,85,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$47K-$85K (Glassdoor est.),3.6
470,Data Engineer,Data Engineer,Alignment Healthcare,Orange, CA,501 - 1000,Company - Private,Health Care Services & Hospitals,Health Care,65,124,94.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$65K-$124K (Glassdoor est.),3.5
471,Data Scientist,Data Scientist,ExecOnline,New York, NY,51 - 200,Company - Private,Education Training Services,Education,56,95,75.5,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,$56K-$95K (Glassdoor est.),4.2
472,Machine Learning Engineer,Machine Learning Engineer,Mteq,Fort Belvoir, VA,501 - 1000,Company - Public,Aerospace & Defense,Aerospace & Defense,62,112,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$62K-$112K (Glassdoor est.),4
473,Senior Data Scientist Oncology,Data Scientist,AstraZeneca,Gaithersburg, MD,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,107,173,140,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$107K-$173K (Glassdoor est.),3.9
474,Data Scientist,Data Scientist,Brillient,Silver Spring, MD,201 - 500,Company - Private,IT Services,Information Technology,64,108,86,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,$64K-$108K (Glassdoor est.),3.7
475,Senior Data Scientist,Data Scientist,Entefy,Palo Alto, CA,1 - 50,Company - Private,Internet,Information Technology,89,144,116.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$89K-$144K (Glassdoor est.),4.4
476,Senior Scientist (Neuroscience),Other Scientist,Sunovion,Marlborough, MA,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109,200,154.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$109K-$200K (Glassdoor est.),3.5
477,Machine Learning Engineer - Regulatory,Machine Learning Engineer,Cboe Global Markets,Lenexa, KS,501 - 1000,Company - Public,Stock Exchanges,Finance,61,113,87,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$61K-$113K (Glassdoor est.),3.7
478,Marketing Data Analyst,Data Analyst,San Manuel Casino,Highland, CA,1001 - 5000,Company - Private,Gambling,"Arts, Entertainment & Recreation",35,62,48.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,$35K-$62K (Glassdoor est.),3.6
479,Data Engineer,Data Engineer,Trace3,Houston, TX,501 - 1000,Company - Private,IT Services,Information Technology,55,105,80,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$55K-$105K (Glassdoor est.),3.4
480,Medical Laboratory Scientist,Other Scientist,Texas Health Huguley Hospital,Burleson, TX,1001 - 5000,Hospital,Health Care Services & Hospitals,Health Care,37,52,44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$18-$25 Per Hour(Glassdoor est.),4
481,R&D Specialist/ Food Scientist,Other Scientist,Teasdale Latin Foods,Hoopeston, IL,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,39,66,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39K-$66K (Glassdoor est.),2.4
482,Principal Data Scientist,Data Scientist,Northrop Grumman,San Jose, CA,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,135,211,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$135K-$211K (Glassdoor est.),3.7
483,Data Engineer,Data Engineer,Saama Technologies Inc,Phoenix, AZ,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57,80,68.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$57K-$80K (Glassdoor est.),3.5
484,Data Scientist - Alpha Insights,Data Scientist,Two Sigma,New York, NY,1001 - 5000,Company - Private,Investment Banking & Asset Management,Finance,129,215,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$129K-$215K (Glassdoor est.),4.4
485,"Data Scientist, Office of Data Science",Data Scientist,Liberty Mutual Insurance,Boston, MA,10000+,Company - Private,Insurance Carriers,Insurance,86,143,114.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$86K-$143K (Glassdoor est.),3.3
486,"Associate Principal Scientist, Pharmacogenomics",Other Scientist,AstraZeneca,Gaithersburg, MD,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63,127,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$63K-$127K (Glassdoor est.),3.9
487,Data Scientist - Systems Engineering,Data Scientist,MITRE,Bedford, MA,5001 - 10000,Nonprofit Organization,Federal Agencies,Government,50,89,69.5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,$50K-$89K (Glassdoor est.),3.2
488,Data Engineer,Data Engineer,Guidepoint,New York, NY,501 - 1000,Company - Private,Research & Development,Business Services,43,86,64.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$43K-$86K (Glassdoor est.),3.2
489,"Scientist, Bacteriology",Other Scientist,Cerus Corporation,Concord, CA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74,149,111.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$74K-$149K (Glassdoor est.),2.1
490,Data Scientist,Data Scientist,Strategic Financial Solutions,New York, NY,501 - 1000,Company - Private,Consumer Product Rental,Consumer Services,71,124,97.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$71K-$124K (Glassdoor est.),4
491,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Data Engineer,Takeda Pharmaceuticals,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113,196,154.5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,$113K-$196K (Glassdoor est.),3.7
492,Senior Research Scientist-Machine Learning,Machine Learning Engineer,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,167,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$167K (Glassdoor est.),2.6
493,Data Scientist,Data Scientist,Remedy BPCI Partners LLC.,New York, NY,201 - 500,Company - Private,Health Care Services & Hospitals,Health Care,69,121,95,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,$69K-$121K (Glassdoor est.),3.4
494,Senior Data Scientist,Data Scientist,Maven Wave Partners,Chicago, IL,201 - 500,Company - Private,Consulting,Business Services,97,160,128.5,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,$97K-$160K (Glassdoor est.),4.4
495,Principal Data Scientist,Data Scientist,The Climate Corporation,San Francisco, CA,501 - 1000,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,150,238,194,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$150K-$238K (Glassdoor est.),3.2
496,Data Scientist,Data Scientist,Crossix Solutions,New York, NY,201 - 500,Company - Public,Advertising & Marketing,Business Services,77,132,104.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$77K-$132K (Glassdoor est.),3.5
497,Clinical Laboratory Scientist,Other Scientist,Vail Health,Vail, CO,501 - 1000,Hospital,Health Care Services & Hospitals,Health Care,49,81,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$24-$39 Per Hour(Glassdoor est.),3.7
498,Data Engineer - Consultant (Charlotte Based),Data Engineer,Clarity Insights,Charlotte, NC,201 - 500,Company - Private,IT Services,Information Technology,59,112,85.5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$59K-$112K (Glassdoor est.),4.2
499,"Data Analyst 1, full-time contract worker for up to 12 months",Data Analyst,The Church of Jesus Christ of Latter-day Saints,Salt Lake City, UT,10000+,Nonprofit Organization,Religious Organizations,Non-Profit,35,65,50,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$35K-$65K (Glassdoor est.),4.2
500,Data Engineer,Data Engineer,NCSOFT,Aliso Viejo, CA,1001 - 5000,Company - Public,Video Games,Media,79,147,113,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,$79K-$147K (Glassdoor est.),3.1
501,"Scientist, Immuno-Oncology",Other Scientist,GSK,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62,119,90.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$62K-$119K (Glassdoor est.),3.9
502,Senior Data Scientist,Data Scientist,Factual,Los Angeles, CA,51 - 200,Company - Private,Computer Hardware & Software,Information Technology,119,187,153,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$119K-$187K (Glassdoor est.),4.3
503,Products Data Analyst II,Data Analyst,TriNet,Dublin, CA,1001 - 5000,Company - Public,Consulting,Business Services,90,157,123.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,$90K-$157K (Glassdoor est.),3.3
504,Lead Data Analyst,Data Analyst,Signpost,New York, NY,201 - 500,Company - Private,Internet,Information Technology,32,62,47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$32K-$62K (Glassdoor est.),3.9
505,Analytics Manager - Data Mart,Data Scientist Project Manager,Central California Alliance for Health,Scotts Valley, CA,501 - 1000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42,86,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$42K-$86K (Glassdoor est.),3.5
506,Data Science Engineer - Mobile,Data Scientist,Adobe,San Jose, CA,10000+,Company - Public,Computer Hardware & Software,Information Technology,116,208,162,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,$116K-$208K (Glassdoor est.),4
507,Senior Data Scientist - R&D Oncology,Data Scientist,AstraZeneca,New York, NY,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102,172,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$102K-$172K (Glassdoor est.),3.9
508,Sr. Data Engineer - Contract-to-Hire (Java),Data Engineer,Pilot Flying J Travel Centers LLC,Knoxville, TN,10000+,Company - Private,Gas Stations,Retail,69,127,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$69K-$127K (Glassdoor est.),3
509,Data Scientist,Data Scientist,Swiss Re,Armonk, NY,10000+,Company - Public,Insurance Agencies & Brokerages,Insurance,86,144,115,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$86K-$144K (Glassdoor est.),3.7
510,Senior Data Scientist,Data Scientist,Sartorius,Arvada, CO,5001 - 10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102,165,133.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$102K-$165K (Glassdoor est.),3.5
511,Data Engineer,Data Engineer,Pinnacol Assurance,Denver, CO,501 - 1000,Nonprofit Organization,Insurance Carriers,Insurance,74,124,99,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$74K-$124K (Glassdoor est.),4
512,Food Scientist - Developer,Other Scientist,Palermo's Pizza,Milwaukee, WI,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,40,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40K-$68K (Glassdoor est.),3.3
513,Senior Data Engineer,Data Engineer,Equian LLC,Franklin, TN,1001 - 5000,Company - Private,Health Care Services & Hospitals,Health Care,76,142,109,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,$76K-$142K (Glassdoor est.),3.2
514,Data Engineer,Data Engineer,MetroStar Systems,Rockville, MD,201 - 500,Company - Private,IT Services,Information Technology,76,142,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$76K-$142K (Glassdoor est.),3.4
515,Senior Data Scientist,Data Scientist,MathWorks,Natick, MA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,108,171,139.5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$108K-$171K (Glassdoor est.),4.4
516,"Director II, Data Science - GRM Actuarial",Data Scientist,Liberty Mutual Insurance,Chicago, IL,10000+,Company - Private,Insurance Carriers,Insurance,202,306,254,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,$202K-$306K (Glassdoor est.),3.3
517,Machine Learning Engineer,Machine Learning Engineer,Information Builders,New York, NY,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,91,159,125,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,$91K-$159K (Glassdoor est.),3.2
518,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",Data Scientist,Novartis,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80,133,106.5,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,$80K-$133K (Glassdoor est.),3.8
519,"Scientist, Molecular/Cellular Biologist",Other Scientist,Audentes Therapeutics,South San Francisco, CA,201 - 500,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$97K (Glassdoor est.),2.9
520,Staff Scientist-Downstream Process Development,Other Scientist,Advanced BioScience Laboratories,Rockville, MD,201 - 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,113,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$113K (Glassdoor est.),2.7
521,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Other Scientist,Beebe Healthcare,Millville, DE,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,70,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$34 Per Hour(Glassdoor est.),3.6
522,Scientist - Analytical Services,Other Scientist,Reynolds American,Winston-Salem, NC,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,65,134,99.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$65K-$134K (Glassdoor est.),3.1
523,Associate Data Analyst- Graduate Development Program,Data Analyst,National Interstate,Richfield, OH,501 - 1000,Company - Private,Insurance Carriers,Insurance,32,59,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$32K-$59K (Glassdoor est.),3.3
524,IT Associate Data Analyst,Data Analyst,The Hanover Insurance Group,Worcester, MA,5001 - 10000,Company - Public,Insurance Carriers,Insurance,39,69,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$39K-$69K (Glassdoor est.),3.7
